id;name;str1 2;str3;str4;str5;str6;str7;str8;str9;str10;kol1;kol2;kol3;kol4;kol5;kol6;kol7;kol8;kol9;kol10
1 Сколько очков "Факел" возьмет в Ростове;;;;;;;;;;;;;;;;;;;;;;
